TIPO,DEPARTAMENTO,MUNICIPIO,CODIGO MUNICIPIO,AÑO,TAMAÑO FINCA,TOTAL FINCAS
FINCA BOVINO,ANTIOQUIA,TITIRIBI,5809,2023,51 A 100 BOV,22
FINCA BOVINO,ANTIOQUIA,TOLEDO,5819,2023,1 A 50 BOV,114
FINCA BOVINO,ANTIOQUIA,TOLEDO,5819,2023,101 A 500 BOV,114
FINCA BOVINO,ANTIOQUIA,TOLEDO,5819,2023,51 A 100 BOV,11
FINCA BOVINO,ANTIOQUIA,TURBO,5837,2023,1 A 50 BOV,1202
FINCA BOVINO,ANTIOQUIA,TURBO,5837,2023,101 A 500 BOV,1202
FINCA BOVINO,ANTIOQUIA,TURBO,5837,2023,501 O MAS BOV,55
FINCA BOVINO,ANTIOQUIA,TURBO,5837,2023,51 A 100 BOV,346
FINCA BOVINO,ANTIOQUIA,URAMITA,5842,2023,1 A 50 BOV,336
FINCA BOVINO,ANTIOQUIA,URAMITA,5842,2023,101 A 500 BOV,336
FINCA BOVINO,ANTIOQUIA,URAMITA,5842,2023,51 A 100 BOV,34
FINCA BOVINO,ANTIOQUIA,URRAO,5847,2023,1 A 50 BOV,586
FINCA BOVINO,ANTIOQUIA,URRAO,5847,2023,101 A 500 BOV,586
FINCA BOVINO,ANTIOQUIA,URRAO,5847,2023,51 A 100 BOV,112
FINCA BOVINO,ANTIOQUIA,VALDIVIA,5854,2023,1 A 50 BOV,408
FINCA BOVINO,ANTIOQUIA,VALDIVIA,5854,2023,101 A 500 BOV,408
FINCA BOVINO,ANTIOQUIA,VALDIVIA,5854,2023,51 A 100 BOV,126
FINCA BOVINO,ANTIOQUIA,VALPARAISO,5856,2023,1 A 50 BOV,106
FINCA BOVINO,ANTIOQUIA,VALPARAISO,5856,2023,101 A 500 BOV,106
FINCA BOVINO,ANTIOQUIA,VALPARAISO,5856,2023,501 O MAS BOV,4
FINCA BOVINO,ANTIOQUIA,VALPARAISO,5856,2023,51 A 100 BOV,23
FINCA BOVINO,ANTIOQUIA,VEGACHI,5858,2023,1 A 50 BOV,178
FINCA BOVINO,ANTIOQUIA,VEGACHI,5858,2023,101 A 500 BOV,178
FINCA BOVINO,ANTIOQUIA,VEGACHI,5858,2023,501 O MAS BOV,2
FINCA BOVINO,ANTIOQUIA,VEGACHI,5858,2023,51 A 100 BOV,93
FINCA BOVINO,ANTIOQUIA,VENECIA,5861,2023,1 A 50 BOV,153
FINCA BOVINO,ANTIOQUIA,VENECIA,5861,2023,101 A 500 BOV,153
FINCA BOVINO,ANTIOQUIA,VENECIA,5861,2023,501 O MAS BOV,3
FINCA BOVINO,ANTIOQUIA,VENECIA,5861,2023,51 A 100 BOV,10
FINCA BOVINO,ANTIOQUIA,VIGIA DEL FUERTE,5873,2023,1 A 50 BOV,112
FINCA BOVINO,ANTIOQUIA,VIGIA DEL FUERTE,5873,2023,101 A 500 BOV,112
FINCA BOVINO,ANTIOQUIA,VIGIA DEL FUERTE,5873,2023,51 A 100 BOV,83
FINCA BOVINO,ANTIOQUIA,YALI,5885,2023,1 A 50 BOV,172
FINCA BOVINO,ANTIOQUIA,YALI,5885,2023,101 A 500 BOV,172
FINCA BOVINO,ANTIOQUIA,YALI,5885,2023,501 O MAS BOV,6
FINCA BOVINO,ANTIOQUIA,YALI,5885,2023,51 A 100 BOV,76
FINCA BOVINO,ANTIOQUIA,YARUMAL,5887,2023,1 A 50 BOV,711
FINCA BOVINO,ANTIOQUIA,YARUMAL,5887,2023,101 A 500 BOV,711
FINCA BOVINO,ANTIOQUIA,YARUMAL,5887,2023,501 O MAS BOV,2
FINCA BOVINO,ANTIOQUIA,YARUMAL,5887,2023,51 A 100 BOV,272
FINCA BOVINO,ANTIOQUIA,YOLOMBO,5890,2023,1 A 50 BOV,505
FINCA BOVINO,ANTIOQUIA,YOLOMBO,5890,2023,101 A 500 BOV,505
FINCA BOVINO,ANTIOQUIA,YOLOMBO,5890,2023,501 O MAS BOV,6
FINCA BOVINO,ANTIOQUIA,YOLOMBO,5890,2023,51 A 100 BOV,117
FINCA BOVINO,ANTIOQUIA,YONDO,5893,2023,1 A 50 BOV,470
FINCA BOVINO,ANTIOQUIA,YONDO,5893,2023,101 A 500 BOV,470
FINCA BOVINO,ANTIOQUIA,YONDO,5893,2023,501 O MAS BOV,57
FINCA BOVINO,ANTIOQUIA,YONDO,5893,2023,51 A 100 BOV,192
FINCA BOVINO,ANTIOQUIA,ZARAGOZA,5895,2023,1 A 50 BOV,151
FINCA BOVINO,ANTIOQUIA,ZARAGOZA,5895,2023,101 A 500 BOV,151
FINCA BOVINO,ANTIOQUIA,ZARAGOZA,5895,2023,501 O MAS BOV,5
FINCA BOVINO,ANTIOQUIA,ZARAGOZA,5895,2023,51 A 100 BOV,54
FINCA BOVINO,ARAUCA,ARAUCA,81001,2023,1 A 50 BOV,562
FINCA BOVINO,ARAUCA,ARAUCA,81001,2023,101 A 500 BOV,562
FINCA BOVINO,ARAUCA,ARAUCA,81001,2023,501 O MAS BOV,154
FINCA BOVINO,ARAUCA,ARAUCA,81001,2023,51 A 100 BOV,244
FINCA BOVINO,ARAUCA,ARAUQUITA,81065,2023,1 A 50 BOV,1322
FINCA BOVINO,ARAUCA,ARAUQUITA,81065,2023,101 A 500 BOV,1322
FINCA BOVINO,ARAUCA,ARAUQUITA,81065,2023,501 O MAS BOV,43
FINCA BOVINO,ARAUCA,ARAUQUITA,81065,2023,51 A 100 BOV,697
FINCA BOVINO,ARAUCA,CRAVO NORTE,81220,2023,1 A 50 BOV,110
FINCA BOVINO,ARAUCA,CRAVO NORTE,81220,2023,101 A 500 BOV,110
FINCA BOVINO,ARAUCA,CRAVO NORTE,81220,2023,501 O MAS BOV,44
FINCA BOVINO,ARAUCA,CRAVO NORTE,81220,2023,51 A 100 BOV,76
FINCA BOVINO,ARAUCA,FORTUL,81300,2023,1 A 50 BOV,872
FINCA BOVINO,ARAUCA,FORTUL,81300,2023,101 A 500 BOV,872
FINCA BOVINO,ARAUCA,FORTUL,81300,2023,501 O MAS BOV,3
FINCA BOVINO,ARAUCA,FORTUL,81300,2023,51 A 100 BOV,418
FINCA BOVINO,ARAUCA,PUERTO RONDON,81591,2023,1 A 50 BOV,111
FINCA BOVINO,ARAUCA,PUERTO RONDON,81591,2023,101 A 500 BOV,111
FINCA BOVINO,ARAUCA,PUERTO RONDON,81591,2023,501 O MAS BOV,96
FINCA BOVINO,ARAUCA,PUERTO RONDON,81591,2023,51 A 100 BOV,46
FINCA BOVINO,ARAUCA,SARAVENA,81736,2023,1 A 50 BOV,1177
FINCA BOVINO,ARAUCA,SARAVENA,81736,2023,101 A 500 BOV,1177
FINCA BOVINO,ARAUCA,SARAVENA,81736,2023,51 A 100 BOV,385
FINCA BOVINO,ARAUCA,TAME,81794,2023,1 A 50 BOV,1635
FINCA BOVINO,ARAUCA,TAME,81794,2023,101 A 500 BOV,1635
FINCA BOVINO,ARAUCA,TAME,81794,2023,501 O MAS BOV,85
FINCA BOVINO,ARAUCA,TAME,81794,2023,51 A 100 BOV,741
FINCA BOVINO,ATLANTICO,BARANOA,8078,2023,1 A 50 BOV,179
FINCA BOVINO,ATLANTICO,BARANOA,8078,2023,101 A 500 BOV,179
FINCA BOVINO,ATLANTICO,BARANOA,8078,2023,501 O MAS BOV,3
FINCA BOVINO,ATLANTICO,BARANOA,8078,2023,51 A 100 BOV,33
FINCA BOVINO,ATLANTICO,BARRANQUILLA,8001,2023,1 A 50 BOV,17
FINCA BOVINO,ATLANTICO,BARRANQUILLA,8001,2023,101 A 500 BOV,17
FINCA BOVINO,ATLANTICO,BARRANQUILLA,8001,2023,51 A 100 BOV,5
FINCA BOVINO,ATLANTICO,CAMPO DE LA CRUZ,8137,2023,1 A 50 BOV,480
FINCA BOVINO,ATLANTICO,CAMPO DE LA CRUZ,8137,2023,101 A 500 BOV,480
FINCA BOVINO,ATLANTICO,CAMPO DE LA CRUZ,8137,2023,51 A 100 BOV,58
FINCA BOVINO,ATLANTICO,CANDELARIA,8141,2023,1 A 50 BOV,322
FINCA BOVINO,ATLANTICO,CANDELARIA,8141,2023,101 A 500 BOV,322
FINCA BOVINO,ATLANTICO,CANDELARIA,8141,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,CANDELARIA,8141,2023,51 A 100 BOV,69
FINCA BOVINO,ATLANTICO,GALAPA,8296,2023,1 A 50 BOV,77
FINCA BOVINO,ATLANTICO,GALAPA,8296,2023,101 A 500 BOV,77
FINCA BOVINO,ATLANTICO,GALAPA,8296,2023,51 A 100 BOV,10
FINCA BOVINO,ATLANTICO,JUAN DE ACOSTA,8372,2023,1 A 50 BOV,248
FINCA BOVINO,ATLANTICO,JUAN DE ACOSTA,8372,2023,101 A 500 BOV,248
FINCA BOVINO,ATLANTICO,JUAN DE ACOSTA,8372,2023,51 A 100 BOV,46
FINCA BOVINO,ATLANTICO,LURUACO,8421,2023,1 A 50 BOV,224
FINCA BOVINO,ATLANTICO,LURUACO,8421,2023,101 A 500 BOV,224
FINCA BOVINO,ATLANTICO,LURUACO,8421,2023,501 O MAS BOV,3
FINCA BOVINO,ATLANTICO,LURUACO,8421,2023,51 A 100 BOV,27
FINCA BOVINO,ATLANTICO,MALAMBO,8433,2023,1 A 50 BOV,58
FINCA BOVINO,ATLANTICO,MALAMBO,8433,2023,101 A 500 BOV,58
FINCA BOVINO,ATLANTICO,MALAMBO,8433,2023,501 O MAS BOV,2
FINCA BOVINO,ATLANTICO,MALAMBO,8433,2023,51 A 100 BOV,14
FINCA BOVINO,ATLANTICO,MANATI,8436,2023,1 A 50 BOV,592
FINCA BOVINO,ATLANTICO,MANATI,8436,2023,101 A 500 BOV,592
FINCA BOVINO,ATLANTICO,MANATI,8436,2023,51 A 100 BOV,80
FINCA BOVINO,ATLANTICO,PALMAR DE VARELA,8520,2023,1 A 50 BOV,92
FINCA BOVINO,ATLANTICO,PALMAR DE VARELA,8520,2023,101 A 500 BOV,92
FINCA BOVINO,ATLANTICO,PALMAR DE VARELA,8520,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,PALMAR DE VARELA,8520,2023,51 A 100 BOV,11
FINCA BOVINO,ATLANTICO,PIOJO,8549,2023,1 A 50 BOV,189
FINCA BOVINO,ATLANTICO,PIOJO,8549,2023,101 A 500 BOV,189
FINCA BOVINO,ATLANTICO,PIOJO,8549,2023,501 O MAS BOV,4
FINCA BOVINO,ATLANTICO,PIOJO,8549,2023,51 A 100 BOV,23
FINCA BOVINO,ATLANTICO,POLONUEVO,8558,2023,1 A 50 BOV,117
FINCA BOVINO,ATLANTICO,POLONUEVO,8558,2023,101 A 500 BOV,117
FINCA BOVINO,ATLANTICO,POLONUEVO,8558,2023,501 O MAS BOV,2
FINCA BOVINO,ATLANTICO,POLONUEVO,8558,2023,51 A 100 BOV,13
FINCA BOVINO,ATLANTICO,PONEDERA,8560,2023,1 A 50 BOV,234
FINCA BOVINO,ATLANTICO,PONEDERA,8560,2023,101 A 500 BOV,234
FINCA BOVINO,ATLANTICO,PONEDERA,8560,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,PONEDERA,8560,2023,51 A 100 BOV,32
FINCA BOVINO,ATLANTICO,PUERTO COLOMBIA,8573,2023,1 A 50 BOV,3
FINCA BOVINO,ATLANTICO,PUERTO COLOMBIA,8573,2023,101 A 500 BOV,3
FINCA BOVINO,ATLANTICO,PUERTO COLOMBIA,8573,2023,51 A 100 BOV,1
FINCA BOVINO,ATLANTICO,REPELON,8606,2023,1 A 50 BOV,363
FINCA BOVINO,ATLANTICO,REPELON,8606,2023,101 A 500 BOV,363
FINCA BOVINO,ATLANTICO,REPELON,8606,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,REPELON,8606,2023,51 A 100 BOV,27
FINCA BOVINO,ATLANTICO,SABANAGRANDE,8634,2023,1 A 50 BOV,63
FINCA BOVINO,ATLANTICO,SABANAGRANDE,8634,2023,101 A 500 BOV,63
FINCA BOVINO,ATLANTICO,SABANAGRANDE,8634,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,SABANAGRANDE,8634,2023,51 A 100 BOV,9
FINCA BOVINO,ATLANTICO,SABANALARGA,8638,2023,1 A 50 BOV,647
FINCA BOVINO,ATLANTICO,SABANALARGA,8638,2023,101 A 500 BOV,647
FINCA BOVINO,ATLANTICO,SABANALARGA,8638,2023,501 O MAS BOV,10
FINCA BOVINO,ATLANTICO,SABANALARGA,8638,2023,51 A 100 BOV,93
FINCA BOVINO,ATLANTICO,SANTA LUCIA,8675,2023,1 A 50 BOV,343
FINCA BOVINO,ATLANTICO,SANTA LUCIA,8675,2023,101 A 500 BOV,343
FINCA BOVINO,ATLANTICO,SANTA LUCIA,8675,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,SANTA LUCIA,8675,2023,51 A 100 BOV,28
FINCA BOVINO,ATLANTICO,SANTO TOMAS,8685,2023,1 A 50 BOV,144
FINCA BOVINO,ATLANTICO,SANTO TOMAS,8685,2023,101 A 500 BOV,144
FINCA BOVINO,ATLANTICO,SANTO TOMAS,8685,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,SANTO TOMAS,8685,2023,51 A 100 BOV,14
FINCA BOVINO,ATLANTICO,SOLEDAD,8758,2023,1 A 50 BOV,26
FINCA BOVINO,ATLANTICO,SOLEDAD,8758,2023,101 A 500 BOV,26
FINCA BOVINO,ATLANTICO,SOLEDAD,8758,2023,51 A 100 BOV,4
FINCA BOVINO,ATLANTICO,SUAN,8770,2023,1 A 50 BOV,150
FINCA BOVINO,ATLANTICO,SUAN,8770,2023,101 A 500 BOV,150
FINCA BOVINO,ATLANTICO,SUAN,8770,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,SUAN,8770,2023,51 A 100 BOV,17
FINCA BOVINO,ATLANTICO,TUBARA,8832,2023,1 A 50 BOV,87
FINCA BOVINO,ATLANTICO,TUBARA,8832,2023,101 A 500 BOV,87
FINCA BOVINO,ATLANTICO,TUBARA,8832,2023,51 A 100 BOV,9
FINCA BOVINO,ATLANTICO,USIACURI,8849,2023,1 A 50 BOV,106
FINCA BOVINO,ATLANTICO,USIACURI,8849,2023,101 A 500 BOV,106
FINCA BOVINO,ATLANTICO,USIACURI,8849,2023,501 O MAS BOV,1
FINCA BOVINO,ATLANTICO,USIACURI,8849,2023,51 A 100 BOV,10
FINCA BOVINO,BOGOTA D.C.,BOGOTA D.C.,11001,2023,1 A 50 BOV,1756
FINCA BOVINO,BOGOTA D.C.,BOGOTA D.C.,11001,2023,101 A 500 BOV,1756
FINCA BOVINO,BOGOTA D.C.,BOGOTA D.C.,11001,2023,51 A 100 BOV,105
FINCA BOVINO,BOLIVAR,ACHI,13006,2023,1 A 50 BOV,502
FINCA BOVINO,BOLIVAR,ACHI,13006,2023,101 A 500 BOV,502
FINCA BOVINO,BOLIVAR,ACHI,13006,2023,501 O MAS BOV,11
FINCA BOVINO,BOLIVAR,ACHI,13006,2023,51 A 100 BOV,188
FINCA BOVINO,BOLIVAR,ALTOS DEL ROSARIO,13030,2023,1 A 50 BOV,91
FINCA BOVINO,BOLIVAR,ALTOS DEL ROSARIO,13030,2023,101 A 500 BOV,91
FINCA BOVINO,BOLIVAR,ALTOS DEL ROSARIO,13030,2023,501 O MAS BOV,5
FINCA BOVINO,BOLIVAR,ALTOS DEL ROSARIO,13030,2023,51 A 100 BOV,44
FINCA BOVINO,BOLIVAR,ARENAL,13042,2023,1 A 50 BOV,163
FINCA BOVINO,BOLIVAR,ARENAL,13042,2023,101 A 500 BOV,163
FINCA BOVINO,BOLIVAR,ARENAL,13042,2023,501 O MAS BOV,5
FINCA BOVINO,BOLIVAR,ARENAL,13042,2023,51 A 100 BOV,58
FINCA BOVINO,BOLIVAR,ARJONA,13052,2023,1 A 50 BOV,358
FINCA BOVINO,BOLIVAR,ARJONA,13052,2023,101 A 500 BOV,358
FINCA BOVINO,BOLIVAR,ARJONA,13052,2023,501 O MAS BOV,15
FINCA BOVINO,BOLIVAR,ARJONA,13052,2023,51 A 100 BOV,106
FINCA BOVINO,BOLIVAR,ARROYOHONDO,13062,2023,1 A 50 BOV,139
FINCA BOVINO,BOLIVAR,ARROYOHONDO,13062,2023,101 A 500 BOV,139
FINCA BOVINO,BOLIVAR,ARROYOHONDO,13062,2023,501 O MAS BOV,2
FINCA BOVINO,BOLIVAR,ARROYOHONDO,13062,2023,51 A 100 BOV,50
FINCA BOVINO,BOLIVAR,BARRANCO DE LOBA,13074,2023,1 A 50 BOV,90
FINCA BOVINO,BOLIVAR,BARRANCO DE LOBA,13074,2023,101 A 500 BOV,90
FINCA BOVINO,BOLIVAR,BARRANCO DE LOBA,13074,2023,501 O MAS BOV,14
FINCA BOVINO,BOLIVAR,BARRANCO DE LOBA,13074,2023,51 A 100 BOV,61
FINCA BOVINO,BOLIVAR,CALAMAR,13140,2023,1 A 50 BOV,169
FINCA BOVINO,BOLIVAR,CALAMAR,13140,2023,101 A 500 BOV,169
FINCA BOVINO,BOLIVAR,CALAMAR,13140,2023,501 O MAS BOV,6
FINCA BOVINO,BOLIVAR,CALAMAR,13140,2023,51 A 100 BOV,81
FINCA BOVINO,BOLIVAR,CANTAGALLO,13160,2023,1 A 50 BOV,318
FINCA BOVINO,BOLIVAR,CANTAGALLO,13160,2023,101 A 500 BOV,318
FINCA BOVINO,BOLIVAR,CANTAGALLO,13160,2023,51 A 100 BOV,61
FINCA BOVINO,BOLIVAR,CARTAGENA DE INDIAS,13001,2023,1 A 50 BOV,72
FINCA BOVINO,BOLIVAR,CARTAGENA DE INDIAS,13001,2023,101 A 500 BOV,72
FINCA BOVINO,BOLIVAR,CARTAGENA DE INDIAS,13001,2023,501 O MAS BOV,9
FINCA BOVINO,BOLIVAR,CARTAGENA DE INDIAS,13001,2023,51 A 100 BOV,25
FINCA BOVINO,BOLIVAR,CICUCO,13188,2023,1 A 50 BOV,53
FINCA BOVINO,BOLIVAR,CICUCO,13188,2023,101 A 500 BOV,53
FINCA BOVINO,BOLIVAR,CICUCO,13188,2023,501 O MAS BOV,5
FINCA BOVINO,BOLIVAR,CICUCO,13188,2023,51 A 100 BOV,20
FINCA BOVINO,BOLIVAR,CLEMENCIA,13222,2023,1 A 50 BOV,75
FINCA BOVINO,BOLIVAR,CLEMENCIA,13222,2023,101 A 500 BOV,75
FINCA BOVINO,BOLIVAR,CLEMENCIA,13222,2023,501 O MAS BOV,1
FINCA BOVINO,BOLIVAR,CLEMENCIA,13222,2023,51 A 100 BOV,21
FINCA BOVINO,BOLIVAR,CORDOBA,13212,2023,1 A 50 BOV,216
FINCA BOVINO,BOLIVAR,CORDOBA,13212,2023,101 A 500 BOV,216
FINCA BOVINO,BOLIVAR,CORDOBA,13212,2023,501 O MAS BOV,7
FINCA BOVINO,BOLIVAR,CORDOBA,13212,2023,51 A 100 BOV,108
FINCA BOVINO,BOLIVAR,EL CARMEN DE BOLIVAR,13244,2023,1 A 50 BOV,1099
FINCA BOVINO,BOLIVAR,EL CARMEN DE BOLIVAR,13244,2023,101 A 500 BOV,1099
FINCA BOVINO,BOLIVAR,EL CARMEN DE BOLIVAR,13244,2023,501 O MAS BOV,6
FINCA BOVINO,BOLIVAR,EL CARMEN DE BOLIVAR,13244,2023,51 A 100 BOV,121
FINCA BOVINO,BOLIVAR,EL GUAMO,13248,2023,1 A 50 BOV,310
FINCA BOVINO,BOLIVAR,EL GUAMO,13248,2023,101 A 500 BOV,310
FINCA BOVINO,BOLIVAR,EL GUAMO,13248,2023,501 O MAS BOV,4
FINCA BOVINO,BOLIVAR,EL GUAMO,13248,2023,51 A 100 BOV,70
FINCA BOVINO,BOLIVAR,EL PEÑON,13268,2023,1 A 50 BOV,120
FINCA BOVINO,BOLIVAR,EL PEÑON,13268,2023,101 A 500 BOV,120
FINCA BOVINO,BOLIVAR,EL PEÑON,13268,2023,501 O MAS BOV,8
FINCA BOVINO,BOLIVAR,EL PEÑON,13268,2023,51 A 100 BOV,39
FINCA BOVINO,BOLIVAR,HATILLO DE LOBA,13300,2023,1 A 50 BOV,139
FINCA BOVINO,BOLIVAR,HATILLO DE LOBA,13300,2023,101 A 500 BOV,139
FINCA BOVINO,BOLIVAR,HATILLO DE LOBA,13300,2023,501 O MAS BOV,11
FINCA BOVINO,BOLIVAR,HATILLO DE LOBA,13300,2023,51 A 100 BOV,53
FINCA BOVINO,BOLIVAR,MAGANGUE,13430,2023,1 A 50 BOV,553
FINCA BOVINO,BOLIVAR,MAGANGUE,13430,2023,101 A 500 BOV,553
FINCA BOVINO,BOLIVAR,MAGANGUE,13430,2023,501 O MAS BOV,52
FINCA BOVINO,BOLIVAR,MAGANGUE,13430,2023,51 A 100 BOV,201
FINCA BOVINO,BOLIVAR,MAHATES,13433,2023,1 A 50 BOV,620
FINCA BOVINO,BOLIVAR,MAHATES,13433,2023,101 A 500 BOV,620
FINCA BOVINO,BOLIVAR,MAHATES,13433,2023,501 O MAS BOV,8
FINCA BOVINO,BOLIVAR,MAHATES,13433,2023,51 A 100 BOV,123
FINCA BOVINO,BOLIVAR,MARGARITA,13440,2023,1 A 50 BOV,275
FINCA BOVINO,BOLIVAR,MARGARITA,13440,2023,101 A 500 BOV,275
FINCA BOVINO,BOLIVAR,MARGARITA,13440,2023,501 O MAS BOV,10
FINCA BOVINO,BOLIVAR,MARGARITA,13440,2023,51 A 100 BOV,97
FINCA BOVINO,BOLIVAR,MARIA LA BAJA,13442,2023,1 A 50 BOV,351
FINCA BOVINO,BOLIVAR,MARIA LA BAJA,13442,2023,101 A 500 BOV,351
FINCA BOVINO,BOLIVAR,MARIA LA BAJA,13442,2023,501 O MAS BOV,4
FINCA BOVINO,BOLIVAR,MARIA LA BAJA,13442,2023,51 A 100 BOV,145
FINCA BOVINO,BOLIVAR,MOMPOS,13468,2023,1 A 50 BOV,323
FINCA BOVINO,BOLIVAR,MOMPOS,13468,2023,101 A 500 BOV,323
FINCA BOVINO,BOLIVAR,MOMPOS,13468,2023,501 O MAS BOV,19
FINCA BOVINO,BOLIVAR,MOMPOS,13468,2023,51 A 100 BOV,130
FINCA BOVINO,BOLIVAR,MONTECRISTO,13458,2023,1 A 50 BOV,230
FINCA BOVINO,BOLIVAR,MONTECRISTO,13458,2023,101 A 500 BOV,230
FINCA BOVINO,BOLIVAR,MONTECRISTO,13458,2023,501 O MAS BOV,2
FINCA BOVINO,BOLIVAR,MONTECRISTO,13458,2023,51 A 100 BOV,51
FINCA BOVINO,BOLIVAR,MORALES,13473,2023,1 A 50 BOV,503
FINCA BOVINO,BOLIVAR,MORALES,13473,2023,101 A 500 BOV,503
FINCA BOVINO,BOLIVAR,MORALES,13473,2023,501 O MAS BOV,23
FINCA BOVINO,BOLIVAR,MORALES,13473,2023,51 A 100 BOV,235
FINCA BOVINO,BOLIVAR,NOROSI,13490,2023,1 A 50 BOV,111
FINCA BOVINO,BOLIVAR,NOROSI,13490,2023,101 A 500 BOV,111
FINCA BOVINO,BOLIVAR,NOROSI,13490,2023,501 O MAS BOV,1
FINCA BOVINO,BOLIVAR,NOROSI,13490,2023,51 A 100 BOV,47
FINCA BOVINO,BOLIVAR,PINILLOS,13549,2023,1 A 50 BOV,327
FINCA BOVINO,BOLIVAR,PINILLOS,13549,2023,101 A 500 BOV,327
FINCA BOVINO,BOLIVAR,PINILLOS,13549,2023,501 O MAS BOV,8
FINCA BOVINO,BOLIVAR,PINILLOS,13549,2023,51 A 100 BOV,105
FINCA BOVINO,BOLIVAR,REGIDOR,13580,2023,1 A 50 BOV,80
FINCA BOVINO,BOLIVAR,REGIDOR,13580,2023,101 A 500 BOV,80
FINCA BOVINO,BOLIVAR,REGIDOR,13580,2023,501 O MAS BOV,3
FINCA BOVINO,BOLIVAR,REGIDOR,13580,2023,51 A 100 BOV,22
FINCA BOVINO,BOLIVAR,RIO VIEJO,13600,2023,1 A 50 BOV,199
FINCA BOVINO,BOLIVAR,RIO VIEJO,13600,2023,101 A 500 BOV,199
FINCA BOVINO,BOLIVAR,RIO VIEJO,13600,2023,51 A 100 BOV,74
FINCA BOVINO,BOLIVAR,SAN CRISTOBAL,13620,2023,1 A 50 BOV,110
FINCA BOVINO,BOLIVAR,SAN CRISTOBAL,13620,2023,101 A 500 BOV,110
FINCA BOVINO,BOLIVAR,SAN CRISTOBAL,13620,2023,51 A 100 BOV,23
FINCA BOVINO,BOLIVAR,SAN ESTANISLAO,13647,2023,1 A 50 BOV,142
FINCA BOVINO,BOLIVAR,SAN ESTANISLAO,13647,2023,101 A 500 BOV,142
FINCA BOVINO,BOLIVAR,SAN ESTANISLAO,13647,2023,501 O MAS BOV,7
FINCA BOVINO,BOLIVAR,SAN ESTANISLAO,13647,2023,51 A 100 BOV,49
FINCA BOVINO,BOLIVAR,SAN FERNANDO,13650,2023,1 A 50 BOV,221
FINCA BOVINO,BOLIVAR,SAN FERNANDO,13650,2023,101 A 500 BOV,221
FINCA BOVINO,BOLIVAR,SAN FERNANDO,13650,2023,501 O MAS BOV,15
FINCA BOVINO,BOLIVAR,SAN FERNANDO,13650,2023,51 A 100 BOV,51
FINCA BOVINO,BOLIVAR,SAN JACINTO,13654,2023,1 A 50 BOV,546
FINCA BOVINO,BOLIVAR,SAN JACINTO,13654,2023,101 A 500 BOV,546
FINCA BOVINO,BOLIVAR,SAN JACINTO,13654,2023,501 O MAS BOV,2
FINCA BOVINO,BOLIVAR,SAN JACINTO,13654,2023,51 A 100 BOV,83
FINCA BOVINO,BOLIVAR,SAN JACINTO DEL CAUCA,13655,2023,1 A 50 BOV,90
FINCA BOVINO,BOLIVAR,SAN JACINTO DEL CAUCA,13655,2023,101 A 500 BOV,90
FINCA BOVINO,BOLIVAR,SAN JACINTO DEL CAUCA,13655,2023,501 O MAS BOV,2
FINCA BOVINO,BOLIVAR,SAN JACINTO DEL CAUCA,13655,2023,51 A 100 BOV,47
FINCA BOVINO,BOLIVAR,SAN JUAN NEPOMUCENO,13657,2023,1 A 50 BOV,519
FINCA BOVINO,BOLIVAR,SAN JUAN NEPOMUCENO,13657,2023,101 A 500 BOV,519
FINCA BOVINO,BOLIVAR,SAN JUAN NEPOMUCENO,13657,2023,501 O MAS BOV,8
FINCA BOVINO,BOLIVAR,SAN JUAN NEPOMUCENO,13657,2023,51 A 100 BOV,136
FINCA BOVINO,BOLIVAR,SAN MARTIN DE LOBA,13667,2023,1 A 50 BOV,182
FINCA BOVINO,BOLIVAR,SAN MARTIN DE LOBA,13667,2023,101 A 500 BOV,182
FINCA BOVINO,BOLIVAR,SAN MARTIN DE LOBA,13667,2023,501 O MAS BOV,2
FINCA BOVINO,BOLIVAR,SAN MARTIN DE LOBA,13667,2023,51 A 100 BOV,92
FINCA BOVINO,BOLIVAR,SAN PABLO,13670,2023,1 A 50 BOV,462
FINCA BOVINO,BOLIVAR,SAN PABLO,13670,2023,101 A 500 BOV,462
FINCA BOVINO,BOLIVAR,SAN PABLO,13670,2023,501 O MAS BOV,5
FINCA BOVINO,BOLIVAR,SAN PABLO,13670,2023,51 A 100 BOV,107
FINCA BOVINO,BOLIVAR,SANTA CATALINA,13673,2023,1 A 50 BOV,71
FINCA BOVINO,BOLIVAR,SANTA CATALINA,13673,2023,101 A 500 BOV,71
FINCA BOVINO,BOLIVAR,SANTA CATALINA,13673,2023,501 O MAS BOV,7
FINCA BOVINO,BOLIVAR,SANTA CATALINA,13673,2023,51 A 100 BOV,21
FINCA BOVINO,BOLIVAR,SANTA ROSA,13683,2023,1 A 50 BOV,70
FINCA BOVINO,BOLIVAR,SANTA ROSA,13683,2023,101 A 500 BOV,70
FINCA BOVINO,BOLIVAR,SANTA ROSA,13683,2023,501 O MAS BOV,11
